conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4021ae85-8f3d-44e8-ac64-eeebac97f3ce,connaissance des espèces de gibier,released,knowledge,sector-specific," ","Comprendre l’évaluation de la biologie et de l’écologie du gibier, y compris le gibier à plumes et les cervidés, et des pêcheries.",http://data.europa.eu/esco/isced-f/0511,biologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,restaurer l'environnement naturel après des essais de forage,released,skill/competence,occupation-specific," ",Restaurer un site de forage à son état naturel dans le cas où le forage n’aura pas lieu.,http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,mettre au point des solutions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,gestion des déchets,released,knowledge,cross-sector," ","Les méthodes, matériaux et réglementations utilisés pour la collecte, le transport, le traitement et l’élimination des déchets. Il s’agit notamment du recyclage et du contrôle de l’élimination des déchets.",http://data.europa.eu/esco/isced-f/1021,salubrité publique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a,éliminer des déchets dangereux,released,skill/competence,cross-sector," ","Éliminer des matières dangereuses telles que des substances chimiques ou radioactives, conformément aux réglementations environnementales et relatives à la santé et à la sécurité.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176,manipuler et éliminer des matériaux dangereux | éliminer des déchets | respecter les consignes de sécurité dans les pratiques de travail
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41168850-6e3f-4fc8-afd5-9337f0c66190,évaluer l’incidence environnementale d’opérations d’aquaculture,released,skill/competence,sector-specific," ","Mesurer l’impact environnemental des activités aquacoles d’une entreprise. Prendre en compte des facteurs tels que la qualité de la mer et des eaux de surface, les habitats des poissons et des végétaux ainsi que les risques liés à la qualité de l’air, des odeurs et du bruit.",http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,évaluer l’incidence sur l’environnement | mesurer l’incidence d’une activité aquacole spécifique | surveiller les conditions environnementales | gérer l’incidence environnementale des activités
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,gestion durable des forêts,released,knowledge,sector-specific," ","La gérance et l’utilisation de terrains boisés d’une manière et à une intensité telles qu’ils maintiennent leur productivité, leur diversité biologique, leur capacité de régénération, leur vitalité et leur capacité à satisfaire, actuellement et pour le futur, les fonctions écologiques, économiques et sociales pertinentes, aux niveaux local, national et mondial; et qu’ils ne causent pas de préjudices à d’autres écosystèmes.
	",http://data.europa.eu/esco/isced-f/0821,sylviculture
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,normes mondiales de publication d’informations en matière de durabilité,released,knowledge,sector-specific," ","Le cadre mondial normalisé de publication d’informations qui permet à des organisations de quantifier leur incidence environnementale, sociale et en matière de gouvernance et de communiquer à ce sujet.
	",http://data.europa.eu/esco/isced-f/0412,"finance, banque et assurances"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,mener des recherches sur les processus climatiques,released,skill/competence,cross-sector," ",Mener des recherches sur les événements caractéristiques survenant dans l’atmosphère lors des interactions et des transformations de différents composants et différentes conditions atmosphériques.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,réaliser des études universitaires ou de marché
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44493977-83c4-49e0-88b2-28435da57cd0,réduire l’incidence environnementale sur les alentours,released,skill/competence,occupation-specific," ","Réduire le gaspillage de matériaux et mettre correctement les déchets au rebut. Réduire les dommages causés aux végétaux, aux éléments et aux zones environnantes.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,exploiter des équipements agricoles ou sylvicoles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d,mesurer l’incidence d’une activité aquacole spécifique,released,skill/competence,sector-specific," ","Identifier et mesurer les incidences biologiques et physico-chimiques de l’activité spécifique de l’exploitation aquacole sur l’environnement. Effectuer tous les tests nécessaires, y compris la collecte et le traitement des échantillons à analyser.",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,mesurer des dimensions et des propriétés connexes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/44a4f189-7414-402c-9c1d-c85743f34d0c,tenir des registres de recyclage,released,skill/competence,cross-sector," ",Tenir des registres et traiter des faits et des chiffres concernant le type et le volume des différentes opérations de recyclage.,http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,tenir des registres professionnels | tenir des registres opérationnels
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/450aeb6d-5f23-4e08-b088-3bbefbfb9f2d,écologie aquatique,released,knowledge,cross-sector," ","L’écologie aquatique est l’étude des organismes aquatiques, de leur mode d’interaction, de leur lieu de vie et de leur activité.",http://data.europa.eu/esco/isced-f/0521,sciences environnementales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09,proposer d’autres ingrédients pour les composants en caoutchouc,released,skill/competence,occupation-specific," ","Recenser les ingrédients potentiellement toxiques dans les composants en caoutchouc et proposer d’autres ingrédients ou composants présentant des fonctions similaires.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,mettre au point des solutions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/458d8ab9-a385-4e78-9638-1c3f9ce3c586,éliminer des produits chimiques,released,skill/competence,sector-specific," ","Éliminer des produits chimiques et des traitements en toute sécurité selon les procédures de gestion des déchets de chantier.
	",http://data.europa.eu/esco/skill/18f36e41-209a-4691-8381-e830eddbaae1 | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/2416dc09-6384-409e-8b1d-80bb7a2e7369,organiser l’utilisation des réactifs chimiques | manipuler et éliminer des matériaux dangereux | manipuler des produits chimiques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54,chercher des sites d’implantation pour des parcs d’éoliennes,released,skill/competence,sector-specific," ",Effectuer des recherches sur place et utiliser un atlas des vents afin d’évaluer les différents sites qui pourraient convenir à la construction de groupes d’éoliennes. Effectuer également des recherches de suivi sur la localisation afin d’aider à l’élaboration de plans de construction.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,évaluer des terrains ou des biens immobiliers
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/45b79278-465a-4eed-8809-369318bab119,élaborer des stratégies de restauration de sites,released,skill/competence,sector-specific," ",Mener des études de terrain et fournir des conseils sur les zones contenant des eaux souterraines ou des sols pollués sur les sites industriels et les sites miniers. Mettre au point des méthodes pour stocker les sols excavés. Mettre au point des stratégies visant à remettre en état les sites d’extraction minière dans un état naturel.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,élaborer des politiques et procédures opérationnelles | élaborer des stratégies de restauration environnementale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/461ff70c-d675-4cae-aa10-24efbbc3a1ce,surveiller la production de cultures,released,skill/competence,sector-specific," ","Surveiller et analyser la production globale de cultures afin de garantir l’efficacité du processus de production, en tenant compte des réglementations environnementales.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,diriger des activités opérationnelles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/46454506-fb7c-4ad7-84e0-d4a6a5589ea1,conception de bâtiments zéro énergie,released,knowledge,sector-specific,conception de bâtiments à consommation énergétique nulle,Le principe de conception de bâtiments selon lequel la quantité nette d’énergie utilisée par le bâtiment est égale à la quantité d’énergie renouvelable créée par le bâtiment lui-même. Le concept fait référence aux constructions auto-suffisantes.,http://data.europa.eu/esco/isced-f/0731,architecture et urbanisme
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4669d245-31b4-4695-ba92-2eea6e965255,procédés d’élimination des contaminants du gaz,released,knowledge,sector-specific," ","Les processus utilisés pour éliminer les contaminants – tels que mercure, azote et hélium – du gaz naturel ; les techniques du charbon actif et des tamis moléculaires, ainsi que la récupération du matériau éliminé s’il est commercialement viable.",http://data.europa.eu/esco/isced-f/0711,ingénierie chimique et processus
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/467cfa0a-f6d8-4f07-a770-11d2ea3546cd,réduire les émissions de tannage,released,skill/competence,sector-specific," ","Adapter la formulation de l’opération de finition en fonction de chaque type de destination du marché du cuir en évitant de réduire les émissions de composés organiques volatils (COV).
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,se conformer aux lois et aux normes en matière de protection de l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,promouvoir la durabilité,released,skill/competence,cross-sector," ","Promouvoir la notion de durabilité auprès du public, des collègues et d’autres professionnels au moyen de discours, de visites guidées, de présentations et d’ateliers.",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promouvoir des biens, des services, ou des programmes"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,suivre une politique respectueuse de l’environnement dans la transformation de denrées alimentaires,released,skill/competence,sector-specific," ","Assurer une politique respectueuse de l’environnement au moment de travailler avec des ressources naturelles telles que de la viande, des fruits et des légumes. Il s’agit de gérer des ressources de la manière la plus efficace et la plus respectueuse de la nature possible tout en essayant de réduire la pression sur l’écosystème.",http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,évaluer l’incidence environnementale du comportement personnel | adopter des stratégies de réduction de l’incidence négative de sa consommation | se conformer aux lois et aux normes en matière de protection de l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/49298916-2090-4b08-ac57-5cfedaa5af36,réduire l’incidence environnementale de la production d’articles chaussants,released,skill/competence,sector-specific," ",Évaluer l’incidence de la fabrication de chaussures sur la nature et réduire les risques pour l’environnement. Réduire les pratiques de travail préjudiciables à l’environnement à différents stades de la fabrication de chaussures.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,adopter des stratégies de réduction de l’incidence négative de sa consommation | évaluer l’incidence sur l’environnement | prodiguer des conseils relatifs à des questions environnementales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4aba6668-6118-4953-804b-869cef94422a,éliminer des déchets non dangereux,released,skill/competence,cross-sector," ",Éliminer des déchets qui ne présentent aucun risque pour la santé et la sécurité d’une manière conforme aux procédures de recyclage et de gestion des déchets.,http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,éliminer des déchets | éliminer des déchets ou débris non dangereux
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4b5f0aeb-875b-4afb-befc-2465b45602d8,examiner des procédures de recyclage,released,skill/competence,sector-specific," ","Examiner la mise en œuvre des procédures de gestion et de recyclage des déchets au sein d’une organisation, ainsi que la législation applicable, afin de garantir le respect de cette législation.",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,contrôler des activités opérationnelles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,adopter des stratégies de réduction de l’incidence négative de sa consommation,released,skill/competence,transversal," ","Appliquer des principes, des politiques et des réglementations en faveur de la durabilité environnementale, y compris la réduction des déchets et de la consommation d’énergie et d’eau, la réutilisation et le recyclage des produits, et l’engagement dans l’économie du partage.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,mettre en application des aptitudes et des compétences liées à l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c4235a9-a1fb-403f-a173-37d9297c218c,recycler des effluents d’élevage,released,skill/competence,sector-specific," ","Appliquer des techniques de gestion des effluents d’élevage aux fenêtres d’application appropriées pour recycler les effluents d’élevage en nutriments organiques pour le sol et réduire l’incidence sur l’environnement.
   ",http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,éliminer des déchets ou débris non dangereux
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4c5fed97-939f-4050-adc0-7adaf15065e5,planifier le développement de ressources en eau,released,skill/competence,occupation-specific," ",Surveiller les précipitations et l’utilisation de l’eau afin d’organiser le développement des ressources en eau.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,surveiller les conditions environnementales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ca83b9d-afa0-49f8-b7af-e4e6a42ad299,principes de production de cultures vivrières,released,knowledge,sector-specific," ","Principes applicables à la culture, au cycle naturel, à la préservation naturelle, aux conditions de croissance et aux principes de la production biologique et durable. Critères de qualité et exigences applicables aux semences, aux plantes et aux cultures.",http://data.europa.eu/esco/isced-f/0811,culture et élevage
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d032f82-6279-48e6-9892-116440a071e3,donner des conseils en prévention de la pollution,released,skill/competence,cross-sector," ",Conseiller les personnes et les organisations sur l’élaboration et la mise en œuvre d’actions dans le domaine de la prévention de la pollution et des risques qui y sont liés.,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,prodiguer des conseils relatifs à des questions environnementales | conseiller d’autres personnes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e09e2d2-e317-47d2-bf5e-1d6c66be3efc,performance énergétique des bâtiments,released,knowledge,cross-sector,efficacité énergétique des bâtiments,Facteurs qui contribuent à réduire la consommation d’énergie des bâtiments. Techniques de construction et de rénovation utilisées pour y parvenir. Législation et procédures relatives à la performance énergétique des bâtiments.,http://data.europa.eu/esco/isced-f/0713,électricité et énergie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e0a7f6e-b546-4cc6-9f8b-53e4fa31a426,concevoir des réseaux intelligents,released,skill/competence,sector-specific," ","Concevoir un système de réseau intelligent, sur la base de la charge thermique, des courbes de durée, des simulations énergétiques, etc., et calculer son ampleur.
   ",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,concevoir des systèmes ou équipements électriques ou électroniques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e0ba879-1cf3-4260-822b-2c2e3cc5e269,installer des systèmes d’énergie éolienne terrestres,released,skill/competence,occupation-specific," ","Installer des systèmes qui produisent de l’électricité grâce aux technologies terrestres de l’énergie éolienne. Installer des turbines sur les fondations, réaliser le raccordement électrique et raccorder les réseaux du parc éolien.
	",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060 | http://data.europa.eu/esco/skill/52797dce-911c-4e6d-b0cb-491f6469014f,"installer et réparer des équipements électriques, électroniques et de précision | installer des appareils électriques et électroniques"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e6cfb60-9579-4822-8a5e-424bc0c8835c,bien-être animal,released,knowledge,cross-sector," ","Les besoins universellement reconnus en matière de bien-être animal s’appliquent à l’espèce, à la situation et à la profession. Il s’agit des besoins suivants :

 
  environnement adapté
  régime approprié
  pouvoir présenter des comportements normaux
  logement avec ou séparé des autres animaux
  protection de la douleur, de la souffrance, des blessures et de la maladie.",http://data.europa.eu/esco/isced-f/0841,sciences vétérinaires
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4e87c852-602a-4a0e-b8d8-20709ce14ac5,évaluer le cycle de vie de ressources,released,skill/competence,sector-specific," ","Évaluer l’utilisation et le recyclage éventuel des matières premières tout au long du cycle de vie du produit. Examiner les réglementations applicables, telles que le train de mesures sur l’économie circulaire de la Commission européenne.
    ",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,prodiguer des conseils relatifs à des questions environnementales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd,cogénération,released,knowledge,sector-specific," ","La technologie qui génère de l’électricité et capture la chaleur qui serait sinon perdue pour produire de la vapeur ou de l’eau chaude, qui peut être utilisée pour le chauffage et le refroidissement des espaces, la production d’eau chaude domestique et les processus industriels. Elle contribue à la performance énergétique.
	",http://data.europa.eu/esco/isced-f/0713,électricité et énergie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4ee4ed1d-dc38-48e0-a9e6-a6b64f316ea6,politiques de l’eau,released,knowledge,cross-sector," ","Avoir une bonne connaissance des politiques, des stratégies, des institutions et des réglementations relatives à l’eau.",http://data.europa.eu/esco/isced-f/1021,salubrité publique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4efb00d2-e8b3-4d13-8ab7-70bc7a0a8af9,étudier les microclimats des bâtiments,released,skill/competence,sector-specific," ","Étudier des solutions appropriées concernant les conditions microclimatiques des bâtiments en vue de garantir une consommation d’énergie et un confort thermique responsables. Envisager des stratégies de conception passive telles que l’ensoleillement, le refroidissement passif, le refroidissement naturel, la masse thermique, le chauffage solaire et autres.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,mettre au point des solutions
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f21fbb3-5b34-42b3-a6aa-46c24f1a2a83,surveiller l’état sanitaire d’arbres,released,skill/competence,sector-specific," ","Surveiller les arbres contre les parasites et les maladies, en vue d’améliorer leur santé.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultiver des terres et des cultures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f499e02-2983-40c5-a493-c720e6b03b23,fournir des informations sur l’hydrogène,released,skill/competence,sector-specific," ","Fournir à des organisations et à des particuliers à la recherche de combustibles énergétiques de substitution des informations sur les coûts, les avantages et les aspects négatifs de l’utilisation de l’hydrogène. Indiquer les éléments qu’il convient de prendre en considération lors de l’examen de la mise en œuvre de solutions hydrogène.
	",http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,fournir des informations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fb7f781-9362-426a-9eb6-65c360f83e31,mener des opérations de nettoyage dans le respect de l’environnement,released,skill/competence,cross-sector," ","Entreprendre toutes les tâches de nettoyage d’une manière minimisant les dommages causés à l’environnement, suivre des méthodes permettant de réduire la pollution et le gaspillage de ressources.",http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,évaluer l’incidence environnementale du comportement personnel | adopter des stratégies de réduction de l’incidence négative de sa consommation | se conformer aux lois et aux normes en matière de protection de l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fdcf911-b738-4cf4-80ab-aa5a14d22f73,mener des études de reboisement,released,skill/competence,sector-specific," ","Déterminer la maintenance et la distribution de semis. Identifier les maladies et les dommages causés par les animaux. Préparer et présenter des notifications, des plans écrits et des budgets pour le reboisement.",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,évaluer des terrains ou des biens immobiliers
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0,élaborer une politique environnementale,released,skill/competence,cross-sector," ","Élaborer une politique organisationnelle en matière de développement durable et de respect de la législation environnementale, conformément aux mécanismes utilisés dans le domaine de la protection de l’environnement.",http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,assurer la conformité à une législation environnementale | élaborer des politiques et de la législation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/509ff122-3546-40a7-ae02-3ee7395b3a76,législation sur le transport routier,released,knowledge,sector-specific,législation sur le transport par route,"Connaître la réglementation du transport routier au niveau régional, national et européen en ce qui concerne les questions de sécurité et d’environnement.",http://data.europa.eu/esco/isced-f/0421,droit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50ac5186-bb18-4ffb-9f29-00636853c8ea,concevoir des systèmes d’énergie solaire,released,skill/competence,sector-specific," ",Élaborer des spécifications de conception pour les systèmes d’énergie solaire et leurs composants. Créer des listes de contrôle pour l’inspection et la surveillance des projets d’installations solaires achevés.,http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"concevoir des matériaux, systèmes ou produits industriels"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50b7b13a-4e58-43b8-b7c4-edbd09145798,s’occuper de la faune sauvage,released,skill/competence,occupation-specific," ","S’occuper de la faune sauvage, des arbres et des plantes de la forêt et les maintenir.",http://data.europa.eu/esco/skill/888f286e-272f-4e54-8a3b-9fa391870618 | http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,"planter, tailler et récolter des arbres, des cultures et d’autres plantes | adopter des stratégies de promotion de la biodiversité et du bien-être animal"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/50e6eba0-4440-4ba5-bb58-3ee78a96e29b,énergie hydroélectrique,released,knowledge,cross-sector,hydroélectricité,"La production d’électricité par l’usage de l’énergie hydraulique, à savoir la force gravitationnelle de l’eau en mouvement, et les avantages et inconvénients de l’utilisation de l’énergie hydraulique comme source d’énergie renouvelable.",http://data.europa.eu/esco/isced-f/0713,électricité et énergie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/51399b1c-15d6-4e4c-8673-30c25a094fce,promouvoir un emballage durable,released,skill/competence,occupation-specific," ",Appliquer des politiques d’emballage sûres et saines; maximiser l’utilisation de matériaux de sources renouvelables ou recyclés; mettre en œuvre des technologies de production propres.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/fb01d224-882a-4346-99e2-bfd56f52d09c,"adopter des stratégies de réduction de l’incidence négative de sa consommation | promouvoir, vendre et acheter"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/519e5731-4d6c-4f98-938e-0976a202c6ba,traitement de déchets dangereux,released,knowledge,cross-sector," ","Les méthodes utilisées pour le traitement et l’élimination des déchets dangereux tels que l’amiante, les substances chimiques dangereuses et les différents contaminants, ainsi que les réglementations et législations environnementales.",http://data.europa.eu/esco/isced-f/1021,salubrité publique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5206a9b8-8337-4f0b-ae00-163a2f55d8cf,effectuer le traitement d’eaux usées,released,skill/competence,cross-sector," ",Réaliser le traitement d'eaux usées conformément à la réglementation en matière de contrôle des déchets biologiques et chimiques.,http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"exploiter des équipements ou systèmes de traitement de pétrole, de produits chimiques ou d’eau"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/52242966-692f-4a4f-8279-cadbc7874183,inspecter des éoliennes,released,skill/competence,cross-sector," ","Réaliser des inspections de routine sur des éoliennes en les escaladant et en inspectant attentivement toutes les parties pour détecter les éventuels problèmes, et pour déterminer si des réparations doivent être effectuées.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installer des éléments en bois et en métal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5354a726-ee64-4f34-90f8-8436f9f374b8,analyser des données écologiques,released,skill/competence,cross-sector," ","Analyser et interpréter des données écologiques et biologiques, en utilisant des logiciels spécialisés.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696 | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078,analyser des données scientifiques et médicales | consulter des données | gérer des données quantitatives | analyser des données scientifiques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5368a46a-54b5-4874-a06f-964d557c1cfb,stratégies en matière d’espaces verts,released,knowledge,cross-sector," ","La vision des autorités sur la manière d’utiliser leurs espaces verts. Il s’agit notamment des objectifs visés, des ressources, des méthodes, du cadre législatif et du temps nécessaire pour atteindre ces objectifs. ",http://data.europa.eu/esco/isced-f/0731,architecture et urbanisme
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53af2b85-fac4-4c3f-afe2-44aa4a545ff3,gérer des rivières et des ruisseaux,released,skill/competence,occupation-specific," ",Protéger et gérer les rivières et les ruisseaux en tant qu’habitats pour la truite et le saumon.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,se conformer aux lois et aux normes en matière de protection de l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/53d89f4e-c819-490d-ad32-fed731f32639,chercher des sites d’implantation pour des parcs en mer,released,skill/competence,sector-specific," ","Effectuer des recherches sur place et utiliser des informations océanographiques afin d’évaluer différents sites qui pourraient convenir à la construction de parcs énergétiques en mer. Effectuer également des recherches de suivi sur la localisation afin d’aider à l’élaboration de plans de construction.
	",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,évaluer des terrains ou des biens immobiliers
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5483c363-e942-4787-8686-0f29c593357f,éviter une contamination,released,skill/competence,cross-sector," ",Éviter le mélange ou la contamination de matériaux.,http://data.europa.eu/esco/skill/fe317a4c-e4e0-45ee-8b0d-204a68014f9e,protéger et mettre en œuvre
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/54c8490d-067a-40f1-96ca-4960a30d6eb5,participer à différents types d’audit en tant qu’observateur dans le secteur de l’alimentation,released,skill/competence,sector-specific," ","Participer régulièrement en tant qu’observateur à des audits portant sur l’efficacité, la sécurité, l’environnement, la qualité et la sécurité alimentaire.",http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,respecter les procédures opérationnelles
