ESCOURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/0bd4c62a-c309-467e-be76-8403b3f3a1a8,key_20049,4f790678-be23-4044-bf23-2f657da41a4a,knowledge,cross-sector,financial products,"financial instruments
financial product
fiscal products
financial products
monetary product
financial instrument
financial securities
monetary products","The different types of instruments that apply to the management of cash flow that are available on the market, such as shares, bonds, options or funds.",,
http://data.europa.eu/esco/skill/0bdc583d-ea16-4183-84e9-2b32f4cf7efa,key_20050,80a1651f-db64-4f58-9ff0-f2ea53a70e6d,skill/competence,sector-specific,tend drawing kiln,"operating drawing kiln
tending drawing kiln
operate drawing kiln
drawing kiln operating
tend drawing kiln
drawing kiln tending
tending of drawing kiln
operating of drawing kiln",Tend the drawing kiln in order to draw glass sheets of flat glass according to specified thickness.,,
http://data.europa.eu/esco/skill/0bdf0aad-cde4-4885-a2a4-af3e28cc9557,key_20051,eeae1cc6-8488-4f49-8e52-29f8dfc70e22,knowledge,sector-specific,neurological surgery,"neurological surgeries
surgical intervention on the nervous system
neurological surgery
neurological surgical intervention",Neurological surgery is a medical specialty mentioned in the EU Directive 2005/36/EC.,,
http://data.europa.eu/esco/skill/0be7c835-a562-416f-8c35-67abd0995b4d,key_20052,5863d59d-8a00-41fc-8ddd-0e9784823e59,knowledge,occupation-specific,swaging processes,"forge metal alteration machine measures
forge metal alteration machine operations
swaging measures
swaging operations
swaging procedures
forge metal alteration machine procedures
swaging mechanisms
swaging processes
forge metal alteration machine mechanisms","Processes related to the forging practices of swaging, such as tube swaging, rotary swaging, roller swaging, butt swaging and others.",,
http://data.europa.eu/esco/skill/0befe984-aa6e-4b54-85db-d00bb51f8ed5,key_20053,b6115926-9469-40ba-8f80-6c8aace723aa,skill/competence,cross-sector,interpret religious texts,"explain religious texts
explain religious teachings
clarify religious teachings
interpret religious texts
decipher religious teachings
clarify religious texts
translate religious texts
translate religious teachings
decipher religious texts","Interpret the contents and messages of religious texts in order to develop spiritually and help others in their spiritual development, to apply the appropriate passages and messages during services and ceremonies, or for theological learning.",,
http://data.europa.eu/esco/skill/0bf01698-0eaa-4892-ad67-7bcfea0bef92,key_20054,0390fc76-0e91-45c4-9313-3e0a1b50881d,skill/competence,occupation-specific,observe patient throughout dental treatment,"observe patients throughout dental treatments
observe patient during dental treatment
supervise patient throughout dental treatment
observe patient throughout dental treatment","Monitor patient's behavior during the provided dental treatment, so as to react rapidly in cases of negative reactions, under the supervision of the dental practitioner.",,
http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265,key_20055,5936a103-d45c-4089-9001-20f626b9cad9,skill/competence,occupation-specific,manage sales teams,"managing sales teams
direct sales teams
manage sales teams
manage sales team
supervise sales teams
oversee sales teams","Organise and lead a team of sales agents as part of the implementation of a sales plan. Provide coaching, impart sales techniques and directives, and ensure the compliance of sales goals",,
http://data.europa.eu/esco/skill/0c0488b3-fca5-4deb-865b-8dc605c3d909,key_20056,004e2909-0133-4d50-9133-e3858856ef49,knowledge,sector-specific,sales argumentation,"sales promotions
sales argumentation
sale argumentation
argumentation of sales
sales techniques
sales strategies
sales pitches",Techniques and sales methods used in order to present a product or service to customers in a persuasive manner and to meet their expectations and needs.,,
http://data.europa.eu/esco/skill/0c04d0af-af50-4463-8ce3-e9968e229237,key_20057,3ae54fd4-6cf1-4571-80c2-0f23e2ce3b13,skill/competence,cross-sector,keep heavy construction equipment in good condition,"repair heavy construction equipment
maintain condition of heavy construction equipment
maintain heavy construction equipment
maintaining condition of heavy construction equipment
inspecting heavy construction equipment
inspect heavy construction equipment
keep heavy construction equipment in good condition
keeping heavy construction equipment in good condition
ensure condition of heavy construction equipment
repairing heavy construction equipment
maintaining heavy construction equipment","Inspect heavy equipment for construction projects before each use. Maintain the machine in good working order, taking care of small repairs and alerting the responsible person in case of serious defects.",,
http://data.europa.eu/esco/skill/0c04d550-a4bb-439d-9333-2d5ef7a08d9a,key_20058,e8ebff07-f1b7-4f9c-830c-d7097ac5c5b9,knowledge,occupation-specific,ophthalmological examination methods,"eyesight examination methods
eye examination technique
eye examination techniques
technique to control eyesight
ophthalmological examination techniques
ophthalmological examination technique
eyesight examination method
method to control eyesight
eye examination method
eye examination methods
ophthalmological examination methods",The techniques and methods applied to examine patients` eyesight and take related measurements.,,
http://data.europa.eu/esco/skill/0c07d9f7-9a77-4417-b139-17e7cc3f7baf,key_20059,ed927c3a-2c5f-4754-9e29-d78010bb3deb,skill/competence,sector-specific,caulk expansion joints,"expansion joint sealing
sealing expansion joints
caulking of expansion joints
filling expansion joints
seal expansion joints
expansion joint caulking
fill expansion joints
caulking expansion joints
caulk expansion joints
caulking",Fill the space intentionally created to allow for expansion or contraction of the construction materials with a sealant such as silicone.,,
http://data.europa.eu/esco/skill/0c0a8629-97b7-412f-ad91-be97d80205af,key_20060,cd9edb7e-3792-44c0-8d9d-5a330ad4d864,skill/competence,cross-sector,perform pre-assembly quality checks,"complete pre-assembly quality checks
perform a pre-assembly quality check
operate pre-assembly quality checks
finish pre-assembly quality checks
perform pre-assembly quality checks
implement pre-assembly quality checks","Inspect product parts for faults or damages, using testing equipment if necessary, and check that the received lot is complete before assembling the finished products.",,
http://data.europa.eu/esco/skill/0c15aa34-6977-4da7-b1f0-2ba6a582ef1b,key_20061,f3223371-4eac-4c6b-a224-cbaac1ae9d86,skill/competence,sector-specific,monitor logging operations,"operations reviewing in logging
monitor operations in logging
operations monitoring in logging
logging operations reviewing
reviewing logging operations
monitoring logging operations
review operations in logging
monitor logging operations
logging operations monitoring
review logging operations
monitoring operations in logging
reviewing operations in logging","Ensure that logging operation follow the contractually agreed terms and specified procedures. Strive to solve any problems that arise during the operation. Improve on existing methods and ensure compliance with safety, company, and government regulations.",,
http://data.europa.eu/esco/skill/0c1bbbd7-7827-4594-9254-a4b91cb8163f,key_20062,a20c5edb-b417-484d-97c4-f5c39e8c1fc6,skill/competence,sector-specific,conduct financial surveys,"execute financial surveys
carry out financial surveys
conduct financial surveys
implement financial surveys","Conduct the procedures of a financial survey from the initial formulation and compilation of the questions, identifying the target audience, managing the survey method and operations, managing the processing of acquired data, to analysing the results.",,
http://data.europa.eu/esco/skill/0c1e80f9-f909-4a72-ad6b-e490abd95f11,key_20063,f82e7397-a526-4224-a267-23655d90a1fe,skill/competence,occupation-specific,conduct apple fermentation,"conduct apple fermentation
carry out apple fermentation
organise apple fermentation
undertake apple fermentation
conduct of apple fermentation
conduct apple fermentations
manage apple fermentation",Smash the apples and storage them according to specifications in the adequate recipients before following the process of fermentation adhering to fermentation times and ingredients to add. Monitor the fermentation process. ,,
http://data.europa.eu/esco/skill/0c26b755-d60c-4efc-96ff-7767160fba06,key_20064,b60efa45-934e-402d-b815-d9c32c50081e,knowledge,occupation-specific,flute sizes,"flute dimensions
flute types
flute sizes
flute size
flute measures","Flute sizes refer to the number of flutes per linear foot and its thickness. Flutes are the waves and arches on a corrugated box and make up the structure of corrugated paperboard, giving it rigidity and strength.",,
http://data.europa.eu/esco/skill/0c320215-c2bd-437e-960d-ea85f8f2015a,key_20065,221bb605-83c4-4e1b-91db-bdb0389fb31b,skill/competence,sector-specific,monitor feeding systems,"checking feeding systems
feeding system monitoring
feeding system checking
check feeding systems
feeding systems checking
feeding systems monitoring
monitoring feeding systems
monitor feeding systems","Make sure that feeders, feeding system and monitoring instruments are working. Analyse feedback from the instruments.",,
